qid,agent,answer,target_repr,sampling_strategy,n_similar_examples,cover_operators,prompt_version
041544,zephyr7B,error,asp_flat,jaccard,1,False,v1
041499,zephyr7B_raw,"query(color(shorts)).


What is the color of the shorts?

query(color(shorts), result).


What is the color of the shorts that are red?

query(color(shorts), result), relate(red, color(shorts), result).


What is the color of the shortsend(2).
",asp_flat,jaccard,1,False,v1
041499,zephyr7B,error,asp_flat,jaccard,1,False,v1
142457,zephyr7B_raw,"select(Side, [shelf, side]).
relate(Side, right, shelf_side).
relate(Side, left, shelf_side).
query(Side, [shelf_side, right, left], Side_is_right).

% Side_is_right is true if Side is related to right in shelfend(3).
",asp_flat,jaccard,1,False,v1
142457,zephyr7B,error,asp_flat,jaccard,1,False,v1
142471,zephyr7B_raw,"query(girl, hair_color).
query(H, color).
(H = brown ; H = blond).


What is the color of the girl's hair?

query(girl, hair_color).
query(H, color).


Who is the tallest person in the room?

query(Person,end(4).
",asp_flat,jaccard,1,False,v1
142471,zephyr7B,error,asp_flat,jaccard,1,False,v1
142512,zephyr7B_raw,"query(color(X), black), (select(X, bike), relate(X, color, black); select(X, skateboard), relate(X, color, black)).



































end(0).
",asp_flat,jaccard,1,False,v1
142512,zephyr7B,error,asp_flat,jaccard,1,False,v1
122286,zephyr7B_raw,"query(man_reads_newspaper).
query(man_is_in_train_car).
relate(man_reads_newspaper, man_is_in_train_car).

% Translated to ASP:
% query(man_reads_newspaper).
% query(manend(3).
",asp_flat,jaccard,1,False,v1
122286,zephyr7B,,asp_flat,jaccard,1,False,v1
122371,zephyr7B_raw,"select(Side, Photo),
relate(Side, Lock, on),
query(Side, Side_Lock),
query(Side_Lock, lock),
query(Side_Lock, on, Photo),
query(Side_Lock, photo),
query(Side_Lock, lock, Lock_Side),
query(Lock_Side, Sideend(-1).
",asp_flat,jaccard,1,False,v1
122371,zephyr7B,error,asp_flat,jaccard,1,False,v1
122376,zephyr7B_raw,"select(X, person),
relate(X, left_of, Y),
select(Y, person),
relate(Y, wears, Z),
relate(Z, shirt),
query(X, girl).























end(0).
",asp_flat,jaccard,1,False,v1
122376,zephyr7B,error,asp_flat,jaccard,1,False,v1
122496,zephyr7B_raw,"select(Name, Vehicle),
query(Name, 'What is the name of this vehicle?'),
scene(Vehicle).


What is the color of the car?

select(Color, Car),
query('What is the color of the car?'),
scene(Car),
relate(Color, Car, 'has_end(0).
",asp_flat,jaccard,1,False,v1
122496,zephyr7B,error,asp_flat,jaccard,1,False,v1
122495,zephyr7B_raw,"query(Vehicle).

What color is the vehicle?

query(Color),
relate(Vehicle, color, Color).

What is the color of the vehicle?

query(Color),
relate(Vehicle, color, Color),
select(Vehicle, Vehicle).

What is the color of the redend(2).
",asp_flat,jaccard,1,False,v1
122495,zephyr7B,error,asp_flat,jaccard,1,False,v1
122312,zephyr7B_raw,"select(X, man, train_car),
relate(X, holding, Y),
query(Y).


Who is the tallest person in the room?

select(X, person, room),
relate(X, tallest, Y),
query(Y).


What is the color of the car parkedend(1).
",asp_flat,jaccard,1,False,v1
122312,zephyr7B,error,asp_flat,jaccard,1,False,v1
041477,zephyr7B_raw,"scene(0).
select(1, 0, shorts).
relate(2, 1, person, wearing, subject).
unique(3, 2).
query(4, 3, name).
end(4).
",asp_flat,jaccard,5,False,v1
041477,zephyr7B,man,asp_flat,jaccard,5,False,v1
041438,zephyr7B_raw,"scene(0).
select(1, 0, roof).
scene(2).
select(3, 2, building).
unique(4, 1).
unique(5, 3).
two_different(6, 4, 5, color).
query(7, 3, logo).
unique(8end(7).
",asp_flat,jaccard,5,False,v1
041438,zephyr7B,error,asp_flat,jaccard,5,False,v1
041529,zephyr7B_raw,"scene(0).
select(1, 0, fence).
exist(2, 1).
scene(3).
select(4, 3, frisbee).
exist(5, 4).
and(6, 2, 5).
end(6).
",asp_flat,jaccard,5,False,v1
041529,zephyr7B,no,asp_flat,jaccard,5,False,v1
041480,zephyr7B_raw,"scene(0).
select(1, 0, frisbee).
unique(2, 1).
verify_rel(3, 2, man, to_the_right_of, object).
relate(4, 3, man, wears, glasses).
end(4).
",asp_flat,jaccard,5,False,v1
041480,zephyr7B,,asp_flat,jaccard,5,False,v1
041544,zephyr7B_raw,"scene(0).
select(1, 0, frisbee).
unique(2, 1).
query(3, 2, color).
end(3).
",asp_flat,jaccard,5,False,v1
041544,zephyr7B,,asp_flat,jaccard,5,False,v1
041499,zephyr7B_raw,"scene(0).
select(1, 0, shorts).
unique(2, 1).
query(3, 2, color).
end(3).
",asp_flat,jaccard,5,False,v1
041499,zephyr7B,,asp_flat,jaccard,5,False,v1
142457,zephyr7B_raw,"scene(0).
select(1, 0, shelf).
unique(2, 1).
choose_attr(3, 2, hposition, right, left).
end(3).
",asp_flat,jaccard,5,False,v1
142457,zephyr7B,left,asp_flat,jaccard,5,False,v1
142471,zephyr7B_raw,"scene(0).
select(1, 0, girl).
relate(2, 1, hair, of, subject).
unique(3, 2).
choose_attr(4, 3, color, brown, blond).
end(4).
",asp_flat,jaccard,5,False,v1
142471,zephyr7B,,asp_flat,jaccard,5,False,v1
142512,zephyr7B_raw,"scene(0).
select(1, 0, bike).
filter(2, 1, color, black).
exist(3, 2).
scene(4).
select(5, 4, skateboard).
filter(6, 5, color, black).
exist(7, 6).
or(8end(7).
",asp_flat,jaccard,5,False,v1
142512,zephyr7B,error,asp_flat,jaccard,5,False,v1
122286,zephyr7B_raw,"scene(0).
select(1, 0, train_car).
relate(2, 1, man, in, subject).
relate_any(3, 2, reading, object).
unique(4, 3).
query(5, 4, newspaper).
end(5).
",asp_flat,jaccard,5,False,v1
122286,zephyr7B,,asp_flat,jaccard,5,False,v1
122371,zephyr7B_raw,"scene(0).
select(1, 0, lock).
unique(2, 1).
query(3, 2, hposition).
end(3).
",asp_flat,jaccard,5,False,v1
122371,zephyr7B,left,asp_flat,jaccard,5,False,v1
122376,zephyr7B_raw,"scene(0).
select(1, 0, shirt).
relate(2, 1, person, wearing, subject).
unique(3, 2).
choose_attr(4, 3, girl).
relate(5, 2, _, to_the_left_of, subject).
exist(6,end(5).
",asp_flat,jaccard,5,False,v1
122376,zephyr7B,error,asp_flat,jaccard,5,False,v1
122496,zephyr7B_raw,"scene(0).
select(1, 0, vehicle).
unique(2, 1).
query(3, 2, name).
end(3).
",asp_flat,jaccard,5,False,v1
122496,zephyr7B,train_car,asp_flat,jaccard,5,False,v1
122495,zephyr7B_raw,"scene(0).
select(1, 0, it).
relate(2, 1, vehicle, is, object).
unique(3, 2).
query(4, 3, name).
end(4).
",asp_flat,jaccard,5,False,v1
122495,zephyr7B,,asp_flat,jaccard,5,False,v1
122312,zephyr7B_raw,"scene(0).
select(1, 0, train_car).
relate(2, 0, man, in, subject).
unique(3, 2).
relate_any(4, 1, holding, object).
unique(5, 4).
query(6, 5, name).
end(end(6).
",asp_flat,jaccard,5,False,v1
122312,zephyr7B,error,asp_flat,jaccard,5,False,v1
041477,zephyr7B_raw,"select(X, person)",asp_nested,jaccard,1,False,v1
041477,zephyr7B,error,asp_nested,jaccard,1,False,v1
041438,zephyr7B_raw,"query(logo_color, Color1)",asp_nested,jaccard,1,False,v1
041438,zephyr7B,error,asp_nested,jaccard,1,False,v1
041529,zephyr7B_raw,"query(exists(fence, frisbee), scene)",asp_nested,jaccard,1,False,v1
041529,zephyr7B,,asp_nested,jaccard,1,False,v1
041480,zephyr7B_raw,"query(man_right_of_frisbee, wears_glasses)",asp_nested,jaccard,1,False,v1
041480,zephyr7B,,asp_nested,jaccard,1,False,v1
041544,zephyr7B_raw,"select(Color, (scene(Frisbee), relate(Frisbee, color, Color)))",asp_nested,jaccard,1,False,v1
041544,zephyr7B,error,asp_nested,jaccard,1,False,v1
041499,zephyr7B_raw,query(color(shorts)),asp_nested,jaccard,1,False,v1
041499,zephyr7B,,asp_nested,jaccard,1,False,v1
142457,zephyr7B_raw,"select(Side, [shelf, side])",asp_nested,jaccard,1,False,v1
142457,zephyr7B,error,asp_nested,jaccard,1,False,v1
142471,zephyr7B_raw,"query(girl, hair_color)",asp_nested,jaccard,1,False,v1
142471,zephyr7B,,asp_nested,jaccard,1,False,v1
142512,zephyr7B_raw,"query(color(X), black)",asp_nested,jaccard,1,False,v1
142512,zephyr7B,error,asp_nested,jaccard,1,False,v1
122286,zephyr7B_raw,query(man_reads_newspaper),asp_nested,jaccard,1,False,v1
122286,zephyr7B,,asp_nested,jaccard,1,False,v1
122371,zephyr7B_raw,"select(Side, Photo)",asp_nested,jaccard,1,False,v1
122371,zephyr7B,error,asp_nested,jaccard,1,False,v1
122376,zephyr7B_raw,"select(X, person)",asp_nested,jaccard,1,False,v1
122376,zephyr7B,error,asp_nested,jaccard,1,False,v1
122496,zephyr7B_raw,"select(Name, Vehicle)",asp_nested,jaccard,1,False,v1
122496,zephyr7B,error,asp_nested,jaccard,1,False,v1
122495,zephyr7B_raw,query(Vehicle),asp_nested,jaccard,1,False,v1
122495,zephyr7B,error,asp_nested,jaccard,1,False,v1
122312,zephyr7B_raw,"select(X, man, train_car)",asp_nested,jaccard,1,False,v1
122312,zephyr7B,error,asp_nested,jaccard,1,False,v1
041477,zephyr7B_raw,"query(unique(relate(select(scene(), shorts), person, wearing, subject)), name)",asp_nested,jaccard,5,False,v1
041477,zephyr7B,man,asp_nested,jaccard,5,False,v1
041438,zephyr7B_raw,"two_different(unique(select(scene(), logo)), unique(select(scene(), roof)), color)",asp_nested,jaccard,5,False,v1
041438,zephyr7B,yes,asp_nested,jaccard,5,False,v1
041529,zephyr7B_raw,"and(exist(select(scene(), fence)), exist(select(scene(), frisbee)))",asp_nested,jaccard,5,False,v1
041529,zephyr7B,no,asp_nested,jaccard,5,False,v1
041480,zephyr7B_raw,"verify_rel(unique(select(scene(), frisbee)), man, to_the_right_of, object)",asp_nested,jaccard,5,False,v1
041480,zephyr7B,no,asp_nested,jaccard,5,False,v1
041544,zephyr7B_raw,"query(unique(select(scene(), frisbee)), color)",asp_nested,jaccard,5,False,v1
041544,zephyr7B,,asp_nested,jaccard,5,False,v1
041499,zephyr7B_raw,"query(unique(select(scene(), shorts)), color)",asp_nested,jaccard,5,False,v1
041499,zephyr7B,,asp_nested,jaccard,5,False,v1
142457,zephyr7B_raw,"choose_attr(unique(select(scene(), shelf)), hposition, right, left)",asp_nested,jaccard,5,False,v1
142457,zephyr7B,left,asp_nested,jaccard,5,False,v1
142471,zephyr7B_raw,"choose_attr(unique(select(scene(), girl)), hair_color, brown, blond)",asp_nested,jaccard,5,False,v1
142471,zephyr7B,blond,asp_nested,jaccard,5,False,v1
142512,zephyr7B_raw,"or(exist(filter(select(scene(), bike), color, black)), exist(filter(select(scene(), skateboard), color, black)))",asp_nested,jaccard,5,False,v1
142512,zephyr7B,no,asp_nested,jaccard,5,False,v1
122286,zephyr7B_raw,"verify_rel(unique(select(scene(), train_car)), man, reading, newspaper)",asp_nested,jaccard,5,False,v1
122286,zephyr7B,,asp_nested,jaccard,5,False,v1
122371,zephyr7B_raw,"query(unique(select(scene(), lock)), hposition)",asp_nested,jaccard,5,False,v1
122371,zephyr7B,left,asp_nested,jaccard,5,False,v1
122376,zephyr7B_raw,"exist(relate(relate(select(scene(), shirt), person, wearing, subject), girl, to_the_left_of, subject))",asp_nested,jaccard,5,False,v1
122376,zephyr7B,no,asp_nested,jaccard,5,False,v1
122496,zephyr7B_raw,"query(unique(select(scene(), vehicle)), name)",asp_nested,jaccard,5,False,v1
122496,zephyr7B,train_car,asp_nested,jaccard,5,False,v1
122495,zephyr7B_raw,"query(unique(relate(select(scene(), it), vehicle, is, object)), name)",asp_nested,jaccard,5,False,v1
122495,zephyr7B,,asp_nested,jaccard,5,False,v1
122312,zephyr7B_raw,"query(unique(relate(select(scene(), train_car), man, in, subject), holding, object), name)",asp_nested,jaccard,5,False,v1
122312,zephyr7B,,asp_nested,jaccard,5,False,v1
041477,zephyr7B_raw,"```
let wearsShorts = (person) => {
  return person.clothing.some((item) => item.type === ""shorts"");
};

let people = [
  { name: ""Alice"", age: 25, clothing: [""dress"", ""shoes""] },
  { name: """,gqa,jaccard,1,False,v1
041477,zephyr7B,,gqa,jaccard,1,False,v1
041438,zephyr7B_raw,,gqa,jaccard,1,False,v1
041438,zephyr7B,,gqa,jaccard,1,False,v1
041529,zephyr7B_raw,,gqa,jaccard,1,False,v1
041529,zephyr7B,,gqa,jaccard,1,False,v1
041480,zephyr7B_raw,,gqa,jaccard,1,False,v1
041480,zephyr7B,,gqa,jaccard,1,False,v1
041544,zephyr7B_raw,,gqa,jaccard,1,False,v1
041544,zephyr7B,,gqa,jaccard,1,False,v1
041499,zephyr7B_raw,,gqa,jaccard,1,False,v1
041499,zephyr7B,,gqa,jaccard,1,False,v1
142457,zephyr7B_raw,"```
let side = choose [(""right"", true), (""left"", false)]",gqa,jaccard,1,False,v1
142457,zephyr7B,,gqa,jaccard,1,False,v1
142471,zephyr7B_raw,,gqa,jaccard,1,False,v1
142471,zephyr7B,,gqa,jaccard,1,False,v1
142512,zephyr7B_raw,,gqa,jaccard,1,False,v1
142512,zephyr7B,,gqa,jaccard,1,False,v1
122286,zephyr7B_raw,,gqa,jaccard,1,False,v1
122286,zephyr7B,,gqa,jaccard,1,False,v1
122371,zephyr7B_raw,"```
let photo = readPhoto()
let lockSide = filter (side) (exists (lock) (relate (side, lock) (same ""on""))) photo
```


What is the common element between the two lists?

```
let list1 = [1, 2, 3, 4,",gqa,jaccard,1,False,v1
122371,zephyr7B,,gqa,jaccard,1,False,v1
122376,zephyr7B_raw,,gqa,jaccard,1,False,v1
122376,zephyr7B,,gqa,jaccard,1,False,v1
122496,zephyr7B_raw,"let vehicle = {name: ""Tesla Model S"", make: ""Tesla"", model: ""Model S"", year: 2021}
let name = select(""name"", vehicle)


Which car has the highest fuel efficiency?

let cars = [
  {make: ""Toyota"", model: ""P",gqa,jaccard,1,False,v1
122496,zephyr7B,,gqa,jaccard,1,False,v1
122495,zephyr7B_raw,,gqa,jaccard,1,False,v1
122495,zephyr7B,,gqa,jaccard,1,False,v1
122312,zephyr7B_raw,,gqa,jaccard,1,False,v1
122312,zephyr7B,,gqa,jaccard,1,False,v1
041477,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shorts (174656)'}, {'operation':'relate', 'dependencies': [0], 'argument': 'person,wearing,s (174655)'}, {'operation': 'query', 'dependencies': [1], 'argument",gqa,jaccard,5,False,v1
041477,zephyr7B,,gqa,jaccard,5,False,v1
041438,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'logo (123456)'}, {'operation':'select', 'dependencies': [], 'argument': 'roof (123457) '}, {'operation': 'different color', 'dependencies': [0, 1], 'argument': ''",gqa,jaccard,5,False,v1
041438,zephyr7B,,gqa,jaccard,5,False,v1
041529,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'fence (123456)'}, {'operation': 'exist', 'dependencies': [0], 'argument': '?'}, {'operation':'select', 'dependencies': [], 'argument': 'frisbee (789012) '}, {'",gqa,jaccard,5,False,v1
041529,zephyr7B,,gqa,jaccard,5,False,v1
041480,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'frisbee (1234567)'}, {'operation':'relate', 'dependencies': [0], 'argument':'man,to the right of,s (-)'}, {'operation': 'query', 'dependencies': [1], 'argument': '",gqa,jaccard,5,False,v1
041480,zephyr7B,,gqa,jaccard,5,False,v1
041544,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'frisbee (922193)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'color'}]",gqa,jaccard,5,False,v1
041544,zephyr7B,,gqa,jaccard,5,False,v1
041499,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shorts (724508)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'color'}]",gqa,jaccard,5,False,v1
041499,zephyr7B,,gqa,jaccard,5,False,v1
142457,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shelf (227346)'}, {'operation': 'choose hposition', 'dependencies': [0], 'argument': 'right|left'}]",gqa,jaccard,5,False,v1
142457,zephyr7B,,gqa,jaccard,5,False,v1
142471,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'girl (123456)'}, {'operation':'relate', 'dependencies': [0], 'argument': 'hair,of,s (123457)'}, {'operation': 'choose color', 'dependencies': [1], '",gqa,jaccard,5,False,v1
142471,zephyr7B,,gqa,jaccard,5,False,v1
142512,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'bike (123456)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'black'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}, {'operation':'select', 'dependencies",gqa,jaccard,5,False,v1
142512,zephyr7B,,gqa,jaccard,5,False,v1
122286,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'man (227256)'}, {'operation':'verify rel', 'dependencies': [0], 'argument': 'train car,in,o (227261)'}, {'operation':'relate', 'dependencies': [1], 'argument",gqa,jaccard,5,False,v1
122286,zephyr7B,,gqa,jaccard,5,False,v1
122371,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'lock (123456)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'hposition'}]",gqa,jaccard,5,False,v1
122371,zephyr7B,,gqa,jaccard,5,False,v1
122376,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'shirt (250317)'}, {'operation':'relate', 'dependencies': [0], 'argument': 'person,wearing,s (250316)'}, {'operation':'relate', 'dependencies': [1], 'argument",gqa,jaccard,5,False,v1
122376,zephyr7B,,gqa,jaccard,5,False,v1
122496,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument':'vehicle (123456)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'name'}]",gqa,jaccard,5,False,v1
122496,zephyr7B,,gqa,jaccard,5,False,v1
122495,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'it (227256)'}, {'operation':'relate', 'dependencies': [0], 'argument':'vehicle,is,o (227261)'}, {'operation': 'query', 'dependencies': [1], 'argument':",gqa,jaccard,5,False,v1
122495,zephyr7B,,gqa,jaccard,5,False,v1
122312,zephyr7B_raw,"[{'operation':'select', 'dependencies': [], 'argument': 'train car (227261)'}, {'operation':'relate', 'dependencies': [0], 'argument':'man,in,s (227256)'}, {'operation':'relate', 'dependencies': [1], 'argument",gqa,jaccard,5,False,v1
122312,zephyr7B,,gqa,jaccard,5,False,v1
041477,orca3B_raw,"query(5, shorts).
verify_rel(6, 5, shorts, wear, wears).
all_different(7, 6, shorts, wear, wears).
two_same(8, 7, shorts, wears, wears).
choose_attr(9, 8, shorts, wear, wears).
",asp_flat,random,1,False,v1
041477,orca3B,,asp_flat,random,1,False,v1
041438,orca3B_raw,"relate(3, 4, 5, ""different"").
query(3, 4, 5, ""same"").
verify_rel(3, 4, 5, ""different"").
choose_attr(2, 1, 0).
choose_rel(2, 1, 0",asp_flat,random,1,False,v1
041438,orca3B,error,asp_flat,random,1,False,v1
041529,orca3B_raw,"select(0, 1, ""fence"").
relate_any(1, 0, ""frisbee"").
unique(1, 1).
query(2, 1, ""fence"").
end(3).

What is the name of the animal in the picture?
select(0, 1, ""an",asp_flat,random,1,False,v1
041529,orca3B,error,asp_flat,random,1,False,v1
041480,orca3B_raw,"relate(4, 5, wears_glasses).
exist(6, 7).
all_different(8, 9).
two_same(10, 11).
choose_attr(12, 13, eye_color).
verify_rel(14, 15",asp_flat,random,1,False,v1
041480,orca3B,error,asp_flat,random,1,False,v1
041544,orca3B_raw,"relate(4, 5, color, disc).
query(6, 7, ""color"").
exist(8, 9).
all_different(10, 11).
two_same(12, 13).
is_prime(14, 15).
negate(1",asp_flat,random,1,False,v1
041544,orca3B,error,asp_flat,random,1,False,v1
041499,orca3B_raw,"scene(5).
select(6, 0, color).
relate_any(7, 1, in_color, object).
unique(8, 7).
query(9, 8, type).
exist(10, 9).
all_different(11, 10, colors).",asp_flat,random,1,False,v1
041499,orca3B,,asp_flat,random,1,False,v1
142457,orca3B_raw,"select(1, 0, shelf).
relate(2, 1, side, to_the_right_of, object).
unique(3, 2).
query(4, 3, side).
end(5).",asp_flat,random,1,False,v1
142457,orca3B,,asp_flat,random,1,False,v1
142471,orca3B_raw,"relate(0, 5, hair).
query(1, 0, girl).
verify_rel(2, 1, is_brown, true, false).
choose_attr(3, 4, hair_color, brown, blonde).
end(4).

What is the capital of France?
sc",asp_flat,random,1,False,v1
142471,orca3B,error,asp_flat,random,1,False,v1
142512,orca3B_raw,"query(0, 1).
verify_rel(1, 0, all_different, two_same, black).
choose_attr(2, 1, color, black, white).
exist(3, 2).
all_different(4, 1).
unique(5, 2).",asp_flat,random,1,False,v1
142512,orca3B,,asp_flat,random,1,False,v1
122286,orca3B_raw,"query(4, 1, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18).
verify_rel(5, 19, 20, 21, 22",asp_flat,random,1,False,v1
122286,orca3B,error,asp_flat,random,1,False,v1
122371,orca3B_raw,"query(0, 1).
verify_rel(2, 1, lock, side, right).
all_different(3, 2).
unique(4, 3, photo, lock, side).
choose_attr(5, 4, lock, side, type).
end(4).",asp_flat,random,1,False,v1
122371,orca3B,,asp_flat,random,1,False,v1
122376,orca3B_raw,"scene(0).
select(1, 0, girl).
relate_any(2, 1, to, person).
unique(3, 2).
query(4, 3, name).
end(4).",asp_flat,random,1,False,v1
122376,orca3B,,asp_flat,random,1,False,v1
122496,orca3B_raw,"query(4, ""Toyota"").
verify_rel(5, 4, ""Toyota"", ""Vehicle"").
choose_attr(6, 5, ""Engine"").
choose_rel(7, 6, ""Engine"", ""Name"").
all_different(8, 7).
two_",asp_flat,random,1,False,v1
122496,orca3B,error,asp_flat,random,1,False,v1
122495,orca3B_raw,"query(car).
relate(bus).
exist(train).
all_different(train, car).
two_same(train, bus).
unique(train, car).
negate(car, train).
or(train, car, bus).
end(4).",asp_flat,random,1,False,v1
122495,orca3B,,asp_flat,random,1,False,v1
122312,orca3B_raw,"scene(0).
select(1, 0, person).
filter(2, 1, train, car).
unique(3, 2).
verify_rel(4, 3, train, car, on, object).
end(4).

What is the name of the actor in the movie?
scene",asp_flat,random,1,False,v1
122312,orca3B,error,asp_flat,random,1,False,v1
041477,orca3B_raw,"scene(0).
select(1, 0, shorts).
filter(2, 1, gender, male).
unique(3, 2).
query(4, 3, wearer).
end(4).",asp_flat,random,5,False,v1
041477,orca3B,,asp_flat,random,5,False,v1
041438,orca3B_raw,"scene(0).
select(1, 0, logo).
relate_any(2, 1, color, different, from, the, roof).
unique(3, 2).
query(4, 3, name).
end(4).",asp_flat,random,5,False,v1
041438,orca3B,,asp_flat,random,5,False,v1
041529,orca3B_raw,"scene(0).
select(1, 0, fence).
relate_any(2, 1, object, in, picture).
unique(3, 2).
query(4, 3, color).
end(4).",asp_flat,random,5,False,v1
041529,orca3B,,asp_flat,random,5,False,v1
041480,orca3B_raw,"scene(0).
select(1, 0, man).
relate_any(2, 1, to_the_right_of, wears, glasses).
unique(3, 2).
query(4, 3, name).
end(4).",asp_flat,random,5,False,v1
041480,orca3B,,asp_flat,random,5,False,v1
041544,orca3B_raw,"scene(0).
select(1, 0, frisbee).
filter(2, 1, color, blue).
unique(3, 2).
query(4, 3, name).
end(4).",asp_flat,random,5,False,v1
041544,orca3B,,asp_flat,random,5,False,v1
041499,orca3B_raw,"scene(0).
select(1, 0, shorts).
relate(2, 1, color, any, other).
unique(3, 2).
verify_attr(4, 3, color, any, other).
end(4).",asp_flat,random,5,False,v1
041499,orca3B,,asp_flat,random,5,False,v1
142457,orca3B_raw,"scene(0).
select(1, 0, shelf).
unique(2, 1).
query(3, 2, hposition).
end(3).

Is there a book on the table?
scene(0).
select(1, 0, book).
relate(2, 1, table",asp_flat,random,5,False,v1
142457,orca3B,error,asp_flat,random,5,False,v1
142471,orca3B_raw,"scene(0).
select(1, 0, girl).
relate(2, 1, hair, to_the_left_of, brown).
unique(3, 2).
query(4, 3, color).
end(4).",asp_flat,random,5,False,v1
142471,orca3B,,asp_flat,random,5,False,v1
142512,orca3B_raw,"scene(0).
select(1, 0, bike|skateboard).
filter_any(2, 1, in_category(""black"").
unique(3, 2).
query(4, 3, color).
end(4).

What is the name of the book on the table?
scene(",asp_flat,random,5,False,v1
142512,orca3B,error,asp_flat,random,5,False,v1
122286,orca3B_raw,"scene(0).
select(1, 0, man).
relate(2, 1, activity, reading, newspaper).
unique(3, 2).
verify_attr(4, 3, object, book).
end(4).",asp_flat,random,5,False,v1
122286,orca3B,,asp_flat,random,5,False,v1
122371,orca3B_raw,"scene(0).
select(1, 0, photo).
relate(2, 1, lock, on, side).
unique(3, 2).
query(4, 3, type).
end(4).",asp_flat,random,5,False,v1
122371,orca3B,,asp_flat,random,5,False,v1
122376,orca3B_raw,"scene(0).
select(1, 0, girl).
relate(2, 1, left, to, person).
exist(3, 2).
query(4, 3, shirt).
end(4).",asp_flat,random,5,False,v1
122376,orca3B,,asp_flat,random,5,False,v1
122496,orca3B_raw,"scene(0).
select(1, 0, vehicle).
filter(2, 1, type, car).
unique(3, 2).
query(4, 3, name).
end(4).",asp_flat,random,5,False,v1
122496,orca3B,,asp_flat,random,5,False,v1
122495,orca3B_raw,"scene(0).
select(1, 0, vehicle).
filter(2, 1, make, car, truck).
unique(3, 2).
query(4, 3, model).
end(4).",asp_flat,random,5,False,v1
122495,orca3B,,asp_flat,random,5,False,v1
122312,orca3B_raw,"scene(0).
select(1, 0, man).
filter(2, 1, object, in_the_train_car, carrying).
unique(3, 2).
query(4, 3, item).
end(4).",asp_flat,random,5,False,v1
122312,orca3B,,asp_flat,random,5,False,v1
041477,orca3B_raw,"- [program] 
Scene: select
Relate: exists
Query: does
Verify_rel: is
Choose_attr: has
Choose_rel: is related to
Exist: is present in
All_different: is different from every other
Two_same: is the same as another
-",asp_flat,jaccard,1,False,v1
041477,orca3B,error,asp_flat,jaccard,1,False,v1
041438,orca3B_raw,"- (scene) [2]
Exists a dog that is black and has a long tail?
- (query) [0]
Does the number 53 have two ones in it?
- (exist) [1]
Is the cat red or orange?
- (all_different) [0]
Does",asp_flat,jaccard,1,False,v1
041438,orca3B,error,asp_flat,jaccard,1,False,v1
041529,orca3B_raw,"- Answer Set Program: query(scene{fence,frisbee})
- Output: {exists(fence), exists(frisbee)}

What is the color of the car in the photo?
- Answer Set Program: choose_attr(color)
- Output: {select(color=red), select(color=blue),",asp_flat,jaccard,1,False,v1
041529,orca3B,error,asp_flat,jaccard,1,False,v1
041480,orca3B_raw,"- [program] scene(glasses) exist(true) end()

What is the capital of France?
- [program] query(France) relate(capital) exist(Paris) all_different()

Is the cat alive or dead?
- [program] exist(alive) choose_attr(dead) exist(false",asp_flat,jaccard,1,False,v1
041480,orca3B,error,asp_flat,jaccard,1,False,v1
041544,orca3B_raw,"Scene: [green]
End: [the frisbee is green]
Select: [let's choose a color]
Relate: [let's say that the color we just chose is blue]
Query: [is the color of the frisbee blue?]
Verify_rel: [it is indeed blue]
Ch",asp_flat,jaccard,1,False,v1
041544,orca3B,error,asp_flat,jaccard,1,False,v1
041499,orca3B_raw,"Scene: select, relate, query, verify_rel, choose_attr, choose_rel, exist, all_different, all_different, two_same
Answer Set Program: 
- Scene: select, relate, query, verify_rel, choose_attr, choose_rel, exist, all_different, all",asp_flat,jaccard,1,False,v1
041499,orca3B,error,asp_flat,jaccard,1,False,v1
142457,orca3B_raw,"```
right
```

What is the capital of France?
```
capital
```

Is it true that all dogs love to play fetch?
```
true
```

Which of the following is not a fruit: apple, banana, orange, or pear?
```
orange
```",asp_flat,jaccard,1,False,v1
142457,orca3B,error,asp_flat,jaccard,1,False,v1
